"OBJECTID","SWSN_Type","SWSN_Ware","Dogozshi","Decoration","Red_slipped","Corrugated","Start_Date","End_Date","Chronology","Chronology2","Plus","References_","Comments","Smudged"
1174,"Kiatuthlana/Red Mesa Black-on-white","Cibola White Ware",0,"bichrome",0,0,850,1040,1,1,0,,,0
129,"Kiatuthlanna Black-on-white","Cibola White Ware",,"bichrome",0,0,850,925,1,1,0,"Hays-Gilpin 1998; Mills and Herr 1999",,
556,"Kiatuthlanna-Red Mesa Black-on-white","Cibola White Ware",,"bichrome",0,0,850,1040,1,1,0,"Hays-Gilpin and Van Hartesveldt 1998",,
130,"Kiet Siel Black-on-red","Tsegi Orange Ware",,"bichrome",1,0,1250,1320,1,1,0,"SW Virtual Museum",,
517,"Kiet Siel Gray","Tusayan Gray Ware",,"plain",0,0,1220,1320,1,0,0,"SW Virtual Museum",,
131,"Kiet Siel Polychrome","Tsegi Orange Ware",,"polychrome",1,0,1250,1320,1,1,0,"SW Virtual Museum",,
448,"Kinishba Polychrome","Kinishba Ware",,"polychrome",0,0,1300,1350,1,1,0,"Baldwin 1938, Wendorf 1950",,
622,"Kinishba Red","Kinishba Red Ware",,"plain",1,0,1300,1400,1,0,0,"Lyons (in press)",,
1674,"Kinishba Red, Smudged","Kinishba Red Ware",,"plain",1,0,1300,1400,1,0,0,"Lyons (in press)",,1
623,"Kinishba White-on-red","Kinishba Red Ware",,"bichrome",1,0,1300,1400,1,1,0,"Lyons (in press)",,
646,"Kinnikinnick Brown","Alameda Brown Ware",,"plain",0,0,1300,1385,1,0,0,"Colton 1958, Oppelt 2008","time span of type site for date range",
647,"Kinnikinnick Corrugated","Alameda Brown Ware",,"plain",0,1,1300,1385,1,0,0,"Colton 1958, Oppelt 2008",,
645,"Kinnikinnick Red","Alameda Brown Ware",,"plain",0,0,1130,1350,1,0,0,"Colton 1958, Oppelt 2008",,
443,"Kintiel Black-on-orange","Kintiel-Klagetoh Ware",,"bichrome",0,0,1275,1300,1,1,0,"Wilson 2015",,
906,"Kintiel-Klagetoh, Type Undifferentiated","Kintiel-Klagetoh Ware",,"undifferentiated dec",0,0,1250,1325,1,1,0,"combined types",,
661,"Kirkland Gray","San Francisco Mountain Gray Ware",,"plain",0,0,800,1400,1,0,0,,"based on date range of prescott gray ware since they co-occur.",
1682,"Kiua Polychrome","Northeast Keres District Polychrome Ware",0,"polychrome",0,0,1780,1920,1,1,0,,,0
437,"Klagetoh Black-on-white","Cibola White Ware",,"bichrome",0,0,1250,1300,1,1,0,"Hays-Gilpin 1998",,
444,"Klagetoh Black-on-yellow","Kintiel-Klagetoh Ware",,"bichrome",0,0,1250,1300,1,1,0,"Wilson 2015",,
447,"Klagetoh Polychrome","Kintiel-Klagetoh Ware",,"polychrome",0,0,1250,1325,1,1,0,"Wilson 2015",,
132,"Kokop Black-on-orange","Jeddito Orange Ware",,"bichrome",0,0,1300,1350,1,1,0,"updated from Bernardini",,
133,"Kokop Orange","Jeddito Orange Ware",,"plain",0,0,1300,1350,1,0,0,"updated from Bernardini",,
134,"Kokop Polychrome","Jeddito Orange Ware",,"polychrome",0,0,1300,1350,1,1,0,"updated from Bernardini",,
399,"Kotyiti Glaze Polychrome (Glaze F)","Rio Grande Glaze Ware",,"polychrome",1,0,1520,1700,1,1,0,"Eckert 2006",,
967,"Kotyiti Glaze, Undifferentiated (Glaze F)","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1640,1720,1,1,0,,,0
135,"Kotyiti Glaze-on-red (Glaze F)","Rio Grande Glaze Ware",,"bichrome",1,0,1520,1700,1,1,0,"Eckert 2006",,
398,"Kotyiti Glaze-on-yellow (Glaze F)","Rio Grande Glaze Ware",,"bichrome",0,0,1520,1700,1,1,0,"Eckert 2006",,
666,"Kowina Banded","Cibola Gray Ware",,"plain",0,1,850,925,1,0,0,"Wozniack and Marshall 1991",,
441,"Kowina Black-on-red","Early White Mountain Red Ware",,"bichrome",1,0,1225,1300,1,1,0,"Oppelt",,
686,"Kowina Black-on-white","Cibola White Ware",,"bichrome",0,0,1050,1300,1,1,0,"Wozniak and Marshall 1991",,
569,"Kowina Corrugated","Cibola Gray Ware",,"plain",0,1,1040,1400,1,0,0,"Wozniack and Marshall 1991",,
391,"Kuaua Glaze Polychrome (Glaze C)","Rio Grande Glaze Ware",,"polychrome",0,0,1410,1600,1,1,1,"Eckert 2006",,
136,"Kwahe-e Black-on-white","Northern Rio Grande White Ware",,"bichrome",0,0,1125,1200,1,1,0,"Boyd Dyer 2008",,
137,"Kwaituki Black-on-orange","Jeddito Orange Ware",,"bichrome",0,0,1250,1350,1,1,0,"updated from Bernardini",,
138,"Kwaituki Orange","Jeddito Orange Ware",,"plain",0,0,1300,1350,1,0,0,"updated from Bernardini",,
139,"Kwaituki Polychrome","Jeddito Orange Ware",,"polychrome",0,0,1300,1350,1,1,0,"updated from Bernardini",,
140,"Kwakina Polychrome","Zuni Glaze Ware",,"polychrome",1,0,1280,1450,1,1,0,"Dittert and Plog 1980 (but see Kintigh 1985); Eckert 2006",,
142,"La Plata Black-on-white","Cibola White Ware",,"bichrome",0,0,550,750,1,1,0,"Mills and Herr 1999",,
1175,"La Plata/White Mound Black-on-white","Cibola White Ware",0,"bichrome",0,0,550,850,1,1,0,,,0
861,"La Plata-White Mound Black-on-white","Cibola White Ware",,"bichrome",0,0,550,850,1,1,0,"combined types",,
143,"Laguna Polychrome","Laguna Matte Paint Ware",,"polychrome",0,0,1830,1940,1,1,0,"Harlow 1973",,
388,"Largo Glaze Polychrome (Glaze B)","Rio Grande Glaze Ware",,"polychrome",0,0,1400,1450,1,1,0,"Boyd Dyer 2008",,
968,"Largo Glaze, Undifferentiated (Glaze B)","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1400,1450,1,1,0,,,0
387,"Largo Glaze-on-red (Glaze B)","Rio Grande Glaze Ware",,"bichrome",1,0,1400,1450,1,1,0,"Boyd Dyer 2008",,
144,"Largo Glaze-on-yellow (Glaze B)","Rio Grande Glaze Ware",,"bichrome",0,0,1400,1450,1,1,0,"Boyd Dyer 2008",,
1661,"Late Gila Butte Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,800,900,1,1,,,"added by Andrea Torvinen (8/31/16) as part of the Connections Project",
1587,"Late Gila Butte-Early Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,800,1020,1,0,,,"added by Andrea Torvinen (3/26/16) as part of the Connections Project",
1709,"Late Jemez Black-on-white","Jemez White Ware",,"bichrome",0,0,1500,1750,1,1,0,"Boyd Dyer 2008",,
586,"Late Middle Gila Red-on-brown variant, Undifferentiated","Undifferentiated Middle Gila Red-on-brown variants",,"bichrome",0,0,1150,1350,1,0,0,"see references for pure types.",,
690,"Late Roosevelt Polychrome, Undifferentiated","Roosevelt Red Ware",,"polychrome",0,0,1350,1450,1,1,0,"Lyons (personal communication)",,
1706,"Late Roswell Brown","Northern Jornada Brown Ware",0,"plain",0,0,1100,1200,1,0,,,,0
1592,"Late Sacaton phase Plainware","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,1100,1150,1,0,,,,
1641,"Late Sacaton phase red-on-buff","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,1100,1150,1,1,,,,
1637,"Late Sacaton phase red-slipped or Sacaton redware","Phoenix Red Ware",,"plain",0,0,1100,1150,1,0,,,,
1649,"Late Sacaton/Soho phase plain buffware","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,1100,1300,1,0,,,,
1640,"Late Sacaton/Soho phase Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,1100,1300,1,1,,,,
1208,"Leal Red-on-brown","Chihuahuan Brown Ware",0,"bichrome",0,0,600,1200,1,0,,,,0
145,"Leupp Black-on-white","Little Colorado White Ware",,"bichrome",0,0,1200,1250,1,1,0,"Douglas 1987; Hays-Gilpin and Van Hartesveldt 1998",,
146,"Lincoln Black-on-red","Three Rivers Red Ware",,"bichrome",1,0,1300,1400,1,1,0,"Human Systems Research 1973",,
1134,"Linden Corrugated","Mogollon Brown Ware",,"plain",0,1,1025,1250,1,0,,,,0
147,"Lino Black-on-gray (Cibola)","Cibola White Ware",,"bichrome",0,0,600,850,1,1,0,"Mills and Herr 1999",,
148,"Lino Black-on-gray (Tusayan)","Tusayan Gray Ware",,"bichrome",0,0,600,850,1,1,0,"Hays-Gilpin and Van Hartesveldt 1998",,
507,"Lino Gray (Cibola)","Cibola Gray Ware",,"plain",0,0,550,950,1,1,0,"McKenna and Toll 1984; Mills 1988, 1990; Windes 1984",,
860,"Lino Gray (trachyte)","Chuska Gray Ware",,"plain",0,0,550,950,1,1,0,,,
518,"Lino Gray (Tusayan)","Tusayan Gray Ware",,"plain",0,0,550,950,1,1,0,"Hays-Gilpin and Van Hartesveldt 1998",,
149,"Lino Gray Fugitive Red [Cibola Series]","Cibola Gray Ware",,"plain",0,0,550,850,1,1,0,"McKenna and Toll 1984; Windes 1984",,
150,"Lino Gray Fugitive Red [Tusayan Series]","Tusayan Gray Ware",,"plain",0,0,600,950,1,1,0,"Hays-Gilpin and Van Hartesveldt 1998",,
926,"Lino/Kana'a Black-on-White","Tusayan White Ware",0,"bichrome",0,0,660,1050,1,1,,,,0
927,"Lino/Kana-a Gray","Tusayan Gray Ware",0,"plain",0,0,550,1050,1,1,,,,0
837,"Little Colorado Clapboard Corrugated Gray","Little Colorado Gray Ware",,"plain",0,1,900,1100,1,0,0,,,
511,"Little Colorado Corrugated Gray Ware, Undifferentiated","Little Colorado Gray Ware",,"plain",0,1,1050,1250,0,0,0,,,
510,"Little Colorado Gray Ware, Undifferentiated","Little Colorado Gray Ware",,"plain",0,0,850,1300,0,0,0,,,
791,"Little Colorado Indented Corrugated Gray","Little Colorado Gray Ware",,"plain",0,1,1050,1300,1,0,0,,,
928,"Little Colorado Moenkopi Style Corrugated Gray","Little Colorado Gray Ware",0,"plain",0,1,1130,1300,1,0,,,,0
793,"Little Colorado Narrow Neckbanded","Little Colorado Gray Ware",,"plain",0,1,900,1025,1,0,0,,,
792,"Little Colorado Neck Indented Corrugated","Little Colorado Gray Ware",,"plain",0,1,950,1025,1,0,0,,,
788,"Little Colorado Neckbanded Gray","Little Colorado Gray Ware",,"plain",0,1,850,1025,1,0,0,,,
882,"Little Colorado Obliterated Corrugated Gray","Little Colorado Gray Ware",,"plain",0,1,1100,1300,1,0,0,,,
795,"Little Colorado PII Gray Ware, Type Undifferentiated","Little Colorado Gray Ware",,"plain",0,1,950,1100,1,0,0,,,
796,"Little Colorado PII/PIII Gray Ware, Type Undifferentiated","Little Colorado Gray Ware",,"plain",0,1,950,1300,1,0,0,,,
797,"Little Colorado PIII Gray Ware, Type Undifferentiated","Little Colorado Gray Ware",,"plain",0,1,1100,1300,1,0,0,,,
790,"Little Colorado Plain Corrugated Gray, Type Undifferentiated","Little Colorado Gray Ware",,"plain",0,1,900,1100,0,0,0,,,
789,"Little Colorado Plain Gray, Undifferentiated","Little Colorado Gray Ware",,"plain",0,0,550,1040,0,0,0,,,
324,"Little Colorado White Ware, Undifferentiated","Little Colorado White Ware",,"bichrome",0,0,825,1250,0,0,0,,,
794,"Little Colorado Wide Neckbanded","Little Colorado Gray Ware",,"plain",0,1,850,925,1,0,0,,,
1656,"Local historic sherds with white slip","Undifferentiated Ware",,"undifferentiated",0,0,1540,1900,0,0,,,"added by A. Torvinen (8/17/16) for Connections Project; dates given by M. Peeples",
1725,"Los Camotes Incised","Serrana Series",0,"plain",0,0,700,1200,1,1,,,,0
848,"Los Lunas Smudged","Pitoche Brown Ware",,"plain",0,1,1100,1350,1,0,0,"SW virtual Museum",,
433,"Los Muertos Polychrome","Roosevelt Red Ware",,"polychrome",1,0,1375,1450,1,1,0,"Neuzil and Lyons 2005",,
151,"Los Padillas Glaze Polychrome (Glaze A)","Rio Grande Glaze Ware",,"polychrome",1,0,1175,1300,1,1,0,"Boyd Dyer 2008",,
611,"Lower Colorado Buff Ware type, Undifferentiated","Lower Colorado Buff Ware",,"bichrome",0,0,800,1900,0,0,0,"see pure types",,
1173,"Lupton Brown","Mogollon Brown Ware",0,"plain",0,0,1200,1400,0,0,0,,,0
944,"Madera Black-on-red","Chihuahuan Series",0,"bichrome",1,0,1200,1450,1,1,0,"OAS Pottery Website",,0
824,"Magdelena Black-on-white","Rio Abajo White Ware",,"bichrome",0,0,1240,1300,1,1,0,"Bertram 1990; Warren 1974",,
969,"Majolica, Undifferentiated","Majolica",0,"polychrome",0,0,1700,1900,1,1,0,,,0
152,"Mancos Black-on-white","Mesa Verde White Ware",1,"bichrome",0,0,980,1180,1,1,0,"Breternitz et al. 1974; CCAC Manual; Reed 2006","(Oppelt says 980-1200?)",
493,"Mancos Corrugated","Mesa Verde Gray ware",,"plain",0,1,920,1180,1,0,0,"Breternitz et al. 1974; Crow Canyon",,
492,"Mancos Gray","Mesa Verde Gray ware",,"plain",0,1,880,1060,1,0,0,"Breternitz et al. 1974; Crow Canyon",,
630,"Mancos/McElmo Black-on-white","Mesa Verde White Ware",,"bichrome",0,0,980,1260,1,1,0,"see pure types",,
1607,"Mangus Black-on-white","Mimbres White Ware",,"bichrome",0,0,950,1050,1,1,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",
1205,"Mata polychrome","Chihuahuan Brown Ware",0,"polychrome",0,0,,,0,0,,,,0
1209,"Mata Red-on-brown","Chihuahuan Brown Ware",0,"bichrome",0,0,600,1200,1,0,,,,0
1222,"Mata Red-on-brown, Textured","Chihuahuan Brown Ware",0,"plain",0,1,600,1200,1,0,,,,0
153,"Matsaki Brown-on-buff","Matsaki Buff Ware",,"bichrome",0,0,1400,1680,1,1,0,"Kintigh 1985",,
573,"Matsaki Buff Ware type, Undifferentiated","Matsaki Buff Ware",,"polychrome",0,0,1400,1680,1,1,0,"Woodbury and Woodbury 1966",,
154,"Matsaki Polychrome","Matsaki Buff Ware",,"polychrome",0,0,1400,1680,1,1,0,"Kintigh 1985",,
155,"Maverick Mountain Black-on-red","Maverick Mountain Series",,"bichrome",1,0,1275,1325,1,1,0,"Neuzil 2008",,
156,"Maverick Mountain Polychrome","Maverick Mountain Series",,"polychrome",1,0,1275,1325,1,1,0,"Neuzil 2008",,
325,"Maverick Mountain type, Undifferentiated","Maverick Mountain Series",,"undifferentiated dec",1,0,1275,1450,1,1,0,,,
157,"McCartys Polychrome","Acoma Matte Paint",,"polychrome",0,0,1850,1875,1,1,0,"Dittert and Plog 1980",,
158,"McDonald Corrugated","Mogollon Brown Ware",,"bichrome",0,1,1150,1280,1,1,0,"Mills and Herr 1999",,
159,"McElmo Black-on-white","Mesa Verde White Ware",,"bichrome",0,0,1060,1260,1,1,0,"Breternitz et al. 1974; CCAC Manual",,
627,"McElmo/Mesa Verde Black-on-white","Mesa Verde White Ware",,"bichrome",0,0,1060,1280,1,1,0,"see pure types",,
1703,"McKenzie Brown","Northern Jornada Brown Ware",0,"plain",0,0,1200,1300,1,0,,,,0
866,"McPhee Black-on-red","San Juan Red Ware",,"bichrome",1,0,800,925,1,1,0,"CCAC Website",,
160,"Medicine Black-on-red","Tsegi Orange Ware",,"bichrome",1,0,1040,1170,1,1,0,"SW Virtual Museum",,
487,"Medicine Gray","Tusayan Gray Ware",,"plain",0,0,950,1100,1,0,0,"SW Virtual Museum",,
881,"Medicine/Tusayan Black-on-red","Tsegi Orange Ware",,"bichrome",1,0,1040,1240,1,1,0,"combined types",,
389,"Medio Glaze Polychrome (Glaze B)","Rio Grande Glaze Ware",,"polychrome",0,0,1425,1475,1,1,0,"Boyd Dyer 2008",,
1021,"Mercado Red-on-cream","Guadiana Cream Ware",0,"bichrome",0,0,650,750,0,0,0,,,0
161,"Mesa Verde Black-on-white","Mesa Verde White Ware",,"bichrome",0,0,1180,1280,1,1,0,"Breternitz et al. 1974; CCAC Manual","Oppelt has start date of 1080?",
723,"Mesa Verde BMIII/PI White Ware, Type Undifferentiated","Mesa Verde White Ware",,"bichrome",0,0,575,920,0,0,0,"CCAC Manual",,
495,"Mesa Verde Corrugated","Mesa Verde Gray ware",,"plain",0,1,1100,1280,1,0,0,"Breternitz et al. 1974; Crow Canyon",,
489,"Mesa Verde Corrugated Gray Ware, Undifferentiated","Mesa Verde Gray ware",,"plain",0,1,920,1280,0,0,0,"Breternitz et al. 1974; Crow Canyon",,
488,"Mesa Verde Gray ware, Undifferentiated","Mesa Verde Gray ware",,"plain",0,0,575,1280,0,0,0,"Breternitz et al. 1974; Blinman and Wilson 1991",,
867,"Mesa Verde Neck Corrugated Gray","Mesa Verde Gray ware",,"plain",0,1,950,1025,1,0,0,,,
766,"Mesa Verde Neckbanded Gray","Mesa Verde Gray ware",,"plain",0,0,800,1060,1,0,0,"CCAC Manual",,
716,"Mesa Verde PI White Ware, Type Undifferentiated","Mesa Verde White Ware",,"bichrome",0,0,750,920,0,0,0,"Reed 2006","dates from other types in ware",
747,"Mesa Verde PI/PII White Ware, Type Undifferentiated","Mesa Verde White Ware",,"bichrome",0,0,750,1180,0,0,0,"CCAC Manual",,
721,"Mesa Verde PII White Ware, Type Undifferentiated","Mesa Verde White Ware",,"bichrome",0,0,920,1100,0,0,0,"CCAC Manual",,
724,"Mesa Verde PII/PIII White Ware, Type Undifferentiated","Mesa Verde White Ware",,"bichrome",0,0,920,1280,0,0,0,"CCAC Manual",,
722,"Mesa Verde PIII White Ware, Type Undifferentiated","Mesa Verde White Ware",,"bichrome",0,0,1100,1280,0,0,0,"CCAC Manual",,
746,"Mesa Verde Plain Gray","Mesa Verde Gray ware",,"plain",0,0,575,1020,0,0,0,"CCAC Manual",,
326,"Mesa Verde White Ware, Undifferentiated","Mesa Verde White Ware",,"bichrome",0,0,575,1280,0,0,0,"Breternitz et al. 1974; CCAC Manual",,
328,"Middle Gila Buff Ware or Gray Ware, Undifferentiated","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,300,1350,0,0,0,,,
327,"Middle Gila Buff Ware, Undifferentiated","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,300,1350,0,0,0,,,
329,"Middle Gila Red Ware type, Undifferentiated","Undifferentiated Middle Gila Red Ware",,"plain",1,0,300,1450,0,0,0,,,
330,"Middle Gila Red-on-brown variant, Undifferentiated","Undifferentiated Middle Gila Red-on-brown variants",,"bichrome",0,0,700,1350,1,0,0,,,
332,"Middle Gila Red-on-gray, Undifferentiated","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,300,1350,0,0,0,,,
1701,"Middle Pecos Black-on-white","Middle Pecos Gray and White Ware",0,"bichrome",0,0,900,1300,1,1,,,,0
1700,"Middle Pecos Micaceous Brown","Northern Jornada Brown Ware",0,"plain",0,0,900,1300,1,0,,,,0
1704,"Middle Pecos PII White Ware","Middle Pecos Gray and White Ware",0,"bichrome",0,0,1000,1400,1,1,,,,0
1659,"Middle Sacaton 1/Late Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,1020,1150,1,1,,,"added by Andrea Torvinen (8/17/16) as part of the Connections Project",
1660,"Middle Sacaton 2 or Late Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,1070,1150,1,1,,,"added by Andrea Torvinen (8/17/16) as part of the Connections Project",
1593,"Middle Sacaton phase Plainware","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,1020,1100,1,0,,,,
1642,"Middle Sacaton phase red-on-buff","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,1020,1100,1,1,,,,
1135,"Middleton Black-on-red","San Juan Red Ware",,"bichrome",1,0,900,1130,1,1,,"Colton 1956",,0
1136,"Middleton Polychrome","San Juan Red Ware",,"polychrome",1,0,900,1130,1,1,,"Colton 1956",,0
1137,"Middleton Red","San Juan Red Ware",,"undifferentiated dec",1,0,900,1130,1,1,,"Colton 1956",,0
711,"Mimbres Corrugated","Mogollon Brown Ware",,"plain",0,1,800,1150,1,0,0,,,
162,"Mimbres Polychrome","Mimbres White Ware",,"polychrome",0,0,1025,1125,1,1,0,"Shafer and Brewington 1995",,
163,"Mimbres Style I Black-on-white (Boldface)","Mimbres White Ware",,"bichrome",0,0,750,900,1,1,0,"Shafer and Brewington 1995",,
631,"Mimbres Style I/II Black-on-white","Mimbres White Ware",,"bichrome",0,0,750,1020,1,1,0,"see pure types",,
164,"Mimbres Style II Black-on-white (Transitional)","Mimbres White Ware",,"bichrome",0,0,880,1020,1,1,0,"Shafer and Brewington 1995",,
632,"Mimbres Style II/III Black-on-white","Mimbres White Ware",,"bichrome",0,0,970,1020,1,1,0,"Shafer and Brewington 1995",,
165,"Mimbres Style III Black-on-white (Classic)","Mimbres White Ware",,"bichrome",0,0,1010,1130,1,1,0,"Shaffer and Brewington",,
333,"Mimbres White Ware, Undifferentiated","Mimbres White Ware",,"bichrome",0,0,900,1130,1,1,0,,,
490,"Moccasin Gray","Mesa Verde Gray ware",,"plain",0,0,800,980,1,0,0,"Breternitz et al. 1974; Crow Canyon",,
469,"Moenkopi Corrugated","Tusayan Gray Ware",,"plain",0,1,1130,1250,1,0,0,"SW Virtual Museum",,
304,"Mogollon Black-on-brown, Undifferentiated","Mogollon Brown Ware",,"bichrome",0,0,1000,1100,0,0,0,,,
310,"Mogollon Brown Decorated Corrugated, Undifferentiated","Mogollon Brown Ware",,"undifferentiated dec",0,1,1000,1400,0,0,0,,,
1679,"Mogollon Brown Ware, Red-slipped","Mogollon Brown Ware",,"plain",1,0,300,1400,0,0,0,,,
334,"Mogollon Brown ware, Undifferentiated","Mogollon Brown Ware",,"undifferentiated",0,0,900,1400,0,0,0,,,
898,"Mogollon Clapboard Corrugated Brown Ware","Mogollon Brown Ware",,"plain",0,1,1000,1450,1,0,,,,
899,"Mogollon Clapboard Corrugated Brown Ware, Smudged","Mogollon Brown Ware",,"plain",0,1,1000,1450,1,0,,,,1
541,"Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware",,"plain",0,1,800,1400,0,0,0,"Rinaldo and Bluhm 1956","includes neckbanding and neck corrugated",
897,"Mogollon Corrugated Smudged Brown Ware, Undifferentiated","Mogollon Brown Ware",,"plain",0,1,1000,1450,0,0,,,,1
807,"Mogollon Corrugated, Red-slipped","Mogollon Brown Ware",,"plain",0,1,1000,1400,1,0,0,,,
733,"Mogollon Indented Corrugated Brown Ware","Mogollon Brown Ware",,"plain",0,1,1000,1400,1,0,0,,,
800,"Mogollon Indented Corrugated Brown Ware, Smudged","Mogollon Brown Ware",,"plain",0,1,1000,1400,1,0,0,,,1
108,"Mogollon Indented Corrugated Red-slipped, White Paint","Mogollon Brown Ware",,"bichrome",1,1,1000,1400,1,1,0,,,
109,"Mogollon Indented Corrugated, White Paint","Mogollon Brown Ware",,"bichrome",0,1,1000,1400,1,1,0,,,
768,"Mogollon Obliterated Corrugated Brown","Mogollon Brown Ware",,"plain",0,1,1000,1400,1,0,0,,,
801,"Mogollon Obliterated Corrugated Brown Ware, Smudged","Mogollon Brown Ware",,"plain",0,1,1000,1400,1,0,0,,,1
111,"Mogollon Obliterated Corrugated Red-slipped, White Paint","Mogollon Brown Ware",,"plain",1,1,1000,1400,1,0,0,,,
808,"Mogollon Obliterated Corrugated, Red Slipped","Mogollon Brown Ware",,"plain",0,1,1000,1400,1,0,0,,,
112,"Mogollon Obliterated Corrugated, White Paint","Mogollon Brown Ware",,"bichrome",0,1,1000,1400,1,1,0,,,
770,"Mogollon Patterned Corrugated Brown Ware","Mogollon Brown Ware",,"plain",0,1,1000,1400,1,0,0,,,
802,"Mogollon Patterned Corrugated Brown Ware, Smudged","Mogollon Brown Ware",,"plain",0,1,1000,1400,1,0,0,,,1
769,"Mogollon Plain Brown Ware","Mogollon Brown Ware",,"plain",0,0,300,1400,0,0,0,,,
798,"Mogollon Plain Brown Ware, Smudged","Mogollon Brown Ware",,"plain",0,0,300,1400,0,0,0,,,1
732,"Mogollon Plain Corrugated Brown Ware","Mogollon Brown Ware",,"plain",0,1,900,1400,0,0,0,,,
799,"Mogollon Plain Corrugated Brown Ware, Smudged","Mogollon Brown Ware",,"plain",0,1,900,1400,0,0,0,,,1
853,"Mogollon Red Smudged","Mogollon Brown Ware",,"plain",1,0,400,1400,0,0,0,,,1
335,"Mogollon Red ware type, Undifferentiated","Undifferentiated Mogollon Red Ware",,"plain",1,0,550,1400,0,0,0,"Wallace 1998",,
166,"Mogollon Red-on-brown","Mogollon Brown Ware",,"bichrome",0,0,775,900,1,1,0,"Haury 1936; Colton and Hargrave 1937",,
339,"Mogollon Red-on-brown, Undifferentiated","Mogollon Brown Ware",,"bichrome",0,0,900,1350,0,0,0,,,
1200,"Mogollon Semi-Oblierated Corrugated Brown","Mogollon Brown Ware",0,"plain",0,1,1000,1400,1,0,0,,,0
1201,"Mogollon Semi-Obliterated Corrugated Brown, Smudged","Mogollon Brown Ware",0,"plain",0,1,1000,1400,1,0,0,,,1
468,"Mogollon Zoned Corrugated Brown Ware","Mogollon Brown Ware",,"plain",0,1,1000,1400,1,0,0,,"SCARP Project",
803,"Mogollon Zoned Corrugated Brown Ware, Smudged","Mogollon Brown Ware",,"plain",0,1,1000,1400,1,0,0,,,1
775,"Mudware, Undifferentiated","Undifferentiated Brown Ware",,"plain",0,0,400,1400,0,0,0,,,
496,"Mummy Lake Gray","Mesa Verde Gray ware",,"plain",0,0,1150,1280,1,0,0,"Breternitz et al. 1974; Crow Canyon; Windes Updated later date",,
167,"Nantack Polychrome A","Maverick Mountain Series",,"polychrome",1,0,1265,1290,1,1,0,"Breternitz 1966","Nantack listed as one type (not A or B): 1265-1290?",
168,"Nantack Polychrome B ","Maverick Mountain Series",,"polychrome",1,0,1265,1290,1,1,0,"Breternitz 1966",,
449,"Nantack Polychrome, Undifferentiated","Maverick Mountain Series",,"polychrome",1,0,1265,1290,1,1,0,"Breternitz 1966; Oppelt 2007","see above for Nantack polychrom A/B; not split in Oppelt; ref. Morris 1957",
854,"Narrow Neckbanded Gray Ware, Type Undifferentiated","Undifferentiated Gray Ware",,"plain",0,1,900,1025,1,0,0,,,
169,"Naschitti Black-on-white","Chuska White Ware",,"bichrome",0,0,900,1000,1,1,0,"Windes 1977",,
836,"Naschitti or Newcomb Black-on-white","Chuska White Ware",,"bichrome",0,0,875,1000,1,1,0,,,
170,"Nava Black-on-white","Chuska White Ware",,"bichrome",0,0,1100,1275,1,1,0,"Windes 1977",,
883,"Nava/Crumbled House Black-on-white","Chuska White Ware",,"bichrome",0,0,1100,1300,1,1,0,"combined types",,
640,"Navajo Polychrome","Navajo Painted Ware",,"polychrome",0,0,1750,1950,1,1,0,"Oppelt 2006",,
1738,"Navalato Polychrome","Guasave Series",0,"polychrome",0,0,1100,1400,1,1,,,,0
1177,"Neck Corrugated Ware, Undifferentiated","Undifferentiated Ware",0,"plain",0,1,950,1025,0,0,0,,,0
806,"Neck Indented Corrugated Gray Ware, Type Undifferentiated","Undifferentiated Gray Ware",,"plain",0,1,950,1025,1,0,0,,,
805,"Neckbanded Gray Ware, Undifferentiated","Undifferentiated Gray Ware",,"plain",0,1,850,1025,1,0,0,,,
1176,"Neckbanded Ware, Undifferentiated","Undifferentiated Ware",0,"plain",0,1,850,1025,0,0,0,,,0
171,"Newcomb Black-on-white","Chuska White Ware",,"bichrome",0,0,875,1000,1,1,0,"Windes 1977",,
567,"Newcomb Corrugated","Chuska Gray Ware",,"plain",0,1,875,950,1,0,0,"Windes 1977",,
745,"Newcomb or Burnham Black-on-white","Chuska White Ware",,"bichrome",0,0,860,1000,1,1,0,"Windes 1977",,
172,"Ninemile Polychrome","Roosevelt Red Ware",,"polychrome",1,0,1350,1450,1,1,0,"Lyons 2004",,
