"Site","P_900","DOG_900","BM_900","M_900","DOG_P_900","BM_P_900","DOG_R_900","EV_900","P_950","DOG_950","BM_950","M_950","DOG_P_950","BM_P_950","DOG_R_950","EV_950","P_1000","DOG_1000","BM_1000","M_1000","DOG_P_1000","BM_P_1000","DOG_R_1000","EV_1000","P_1050","DOG_1050","BM_1050","M_1050","DOG_P_1050","BM_P_1050","DOG_R_1050","EV_1050","P_1100","DOG_1100","BM_1100","M_1100","DOG_P_1100","BM_P_1100","DOG_R_1100","EV_1100","P_1150","DOG_1150","BM_1150","M_1150","DOG_P_1150","BM_P_1150","DOG_R_1150","EV_1150","SWSN_ID","CSN_macro_group","Mean_Rooms","Size_Class","GH_Count","GK_Count","Dshp_Count","Biwall_Count","Triwall_Count","PubArch","EASTING","NORTHING"
"34-plex Complex",0,0,0,0,NA,NA,NA,NA,15.4528,0.9467,0.4589,0.9467,0.0612639780492856,0.0296968834127148,0.0245055912197142,0.318920401571065,45.9022,6.8067,0.5047,6.8067,0.148287010208661,0.0109951157025153,0.0593148040834644,0.0657856618227813,60.249,12.4488,0.0364,12.4488,0.206622516556291,0.000604159405135355,0.0826490066225166,0.0860404235993651,69.1098,9.9877,0,9.9877,0.144519301170022,0,0.0578077204680089,0.200285738903109,74.7954,2.81,0,2.81,0.0375691553223861,0,0.0150276621289545,0.96096545166582,3371,"San Juan Foothills",4,1,0,1,0,0,0,"1",720000,4130000
"5 Acre Ruin",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,25.1641,19.5587,1,19.5587,0.777246156230503,0.0397391522049269,0.310898462492201,0.0951373838831436,36.0374,14.2754,0,14.2754,0.396127356579553,0,0.158450942631821,0.211979934429339,41.6013,3.166,0,3.166,0.0761033909998005,0,0.0304413563999202,0.9712545032722,3004,"Southeast Utah",100,2,1,2,0,0,0,"3",640000,4160000
"Albert Porter",0,0,0,0,NA,NA,NA,NA,256.8181,23.3966,28.4,23.3966,0.0911018343333277,0.110584106026795,0.0364407337333311,0.322762482738442,2343.7638,539.4123,73.4449,539.4123,0.230147892889207,0.031336306158496,0.0920591571556827,0.0651998736716229,4109.6668,1220.7946,5.1551,1220.7946,0.297054398668038,0.00125438393205016,0.118821759467215,0.0860404235993651,4607.0018,990.1075,0,990.1075,0.214913634285969,0,0.0859654537143875,0.200285738903109,4699.5938,286.289,0,286.289,0.0609178180463171,0,0.0243671272185268,0.96096545166582,3005,"San Juan Foothills",80,2,1,1,0,0,0,"2",690000,4150000
"Allentown",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,5.7641,1.3604,0,0,0.236012560503808,0,0.236012560503808,NA,9.7707,1.8683,0,0,0.191214549622852,0,0.191214549622852,1.39120656805734,8.1013,0.585,0,0,0.0722106328613926,0,0.0722106328613926,NA,3006,"Rio Puerco of the West",110,2,1,1,0,0,0,"2",670000,3900000
"Andrews",45.9862,0,16.1643,0,0,0.351503277070078,0,1.34848244143517,60.4729,0,40.9179,0,0,0.676632012025221,0,1.460800917485,75.475,0.4384,27.067,0,0.00580854587611792,0.358622060284862,0.00580854587611792,1.2812698904642,142.7539,28.1326,0,0,0.197070622939198,0,0.197070622939198,1.34571453093316,46.501,24.4291,0,0,0.525345691490505,0,0.525345691490505,1.3845448666647,0,0,0,0,NA,NA,NA,NA,3007,"Lobo Mesa",22,1,1,1,0,0,0,"2",770000,3920000
"Andrews Great Kiva NM",18.7748,0,7.1445,0,0,0.380536676822123,0,1.35602606063592,23.9449,0,21.6763,0,0,0.905257486980526,0,1.4759819928049,20.7256,0.0138,15.179,0,0.000665843208399274,0.732379279731347,0.000665843208399274,1.27877026602223,7.4894,0.5257,0,0,0.0701925387881539,0,0.0701925387881539,1.305058824938,1.065,0.4605,0,0,0.432394366197183,0,0.432394366197183,NA,0,0,0,0,NA,NA,NA,NA,3353,"Lobo Mesa",2,1,0,1,0,0,0,"1",770000,3920000
"Ansell Hall",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,134.3629,97.1028,0,97.044,0.72269056413638,0,0.289338798135497,0.0861323906159378,179.8753,125.0841,0,124.8345,0.695393419774699,0,0.278989944700579,0.200881417011155,137.2487,52.5756,0,52.1215,0.383068109206135,0,0.155212399097405,0.962724543953362,3009,"San Juan Foothills",200,2,1,1,0,0,0,"2",690000,4170000
"Antelope House",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,259.9277,15.0962,230.9999,2.3099,0.0580784579711974,0.888708283111034,0.0527464367976172,0.122307309772762,274.0411,125.7641,0,8.7862,0.458924227059372,0,0.439687258590044,0.62872362788403,255.9676,62.6201,0,2.9039,0.244640727967133,0,0.237833850846748,0.554617761363314,1373,"Upper Chinle Drainage",100,2,1,0,0,0,0,"1",640000,4000000
"Aragon",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1.0375,0,0,0,0,0,0,NA,3.0647,0,0,0,0,0,0,NA,3.2241,0,0,0,0,0,0,NA,665,"",NA,NA,0,1,0,0,0,"1",730000,3750000
"Arch Canyon",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,6.2135,0.1758,0,0,0.0282932324776696,0,0.0282932324776696,NA,6.4367,0.399,0,0,0.0619882859229108,0,0.0619882859229108,NA,4.8138,0.3454,0,0,0.0717520462005069,0,0.0717520462005069,NA,3017,"Southeast Utah",50,1,1,1,0,0,0,"2",620000,4160000
"Atsee Nitsaa",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,24.2342,0,0,0,0,0,0,1.28504710141544,33.571,0,0,0,0,0,0,1.25390108045783,32.8723,0,0,0,0,0,0,1.05884664056191,1967,"Rio Puerco of the West",50,1,1,1,0,0,0,"2",680000,3920000
"AZ-P-52-8-NN",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3.6136,0.0589,0,0,0.0162995350896613,0,0.0162995350896613,NA,12.2082,1.0922,0,0,0.0894644583149031,0,0.0894644583149031,0.571001323266466,12.2016,1.3303,0,0,0.109026685024915,0,0.109026685024915,0.571032584618162,5.2781,1.0372,0,0,0.196510107803945,0,0.196510107803945,NA,3350,"Rio Puerco of the West",8,1,1,0,0,0,0,"1",630000,3890000
"AZ P:11:124 (ASU)",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,14.5803,0,7,0,0,0.48009986077104,0,0.50878098802538,22.4175,0,0,0,0,0,0,1.00184707510058,19.6823,0,0,0,0,0,0,0.929022230652757,3020,"Silver Creek",45,1,0,1,0,0,0,"1",590000,3810000
"AZ P:11:130 (ASU)",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,10.7335,0.192,3,0,0.0178879209950156,0.279498765547119,0.0178879209950156,NA,21.0939,0.3854,0,0,0.0182706848899445,0,0.0182706848899445,0.747326913635852,17.4098,0.3816,0,0,0.0219186894737447,0,0.0219186894737447,0.87671563791317,3021,"Silver Creek",50,1,0,1,0,0,0,"1",580000,3810000
"AZ P:11:55 (ASU)",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,6.2297,0,4,0,0,0.642085493683484,0,NA,9.1418,0,0,0,0,0,0,NA,9.0536,0,0,0,0,0,0,NA,3022,"Silver Creek",15,1,0,1,0,0,0,"1",570000,3800000
"AZ P:11:57 (ASU)",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,17.6922,0,9,0,0,0.508698748601078,0,0.40700017846942,23.4609,0,0,0,0,0,0,1.0259523836367,9.8469,0,0,0,0,0,0,NA,3023,"Silver Creek",40,1,0,1,0,0,0,"1",570000,3800000
"AZ P:12:105 (ASU)",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,34.1201,0.2369,25,0,0.00694312150316089,0.732705941659022,0.00694312150316089,0.160779159755596,41.8571,0.8916,0,0,0.0213010457007294,0,0.0213010457007294,0.573934213174342,37.5243,0.7976,0,0,0.0212555597306279,0,0.0212555597306279,0.692325090486383,3024,"Silver Creek",30,1,0,1,0,0,0,"1",580000,3820000
"AZ P:12:404 (ASM)",96.0125,0,1.1391,0,0,0.0118640801978909,0,NA,178.0766,0,2.8609,0,0,0.0160655583046846,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3026,"Silver Creek",NA,NA,0,1,0,0,0,"1",580000,3810000
"AZ P:12:76 (ASU)",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,19.6862,0.1112,14,0,0.00564862695695462,0.711158070120186,0.00564862695695462,0.193334068415458,27.0121,0.3891,0,0,0.0144046556913383,0,0.0144046556913383,0.560057165853019,22.7457,0.4447,0,0,0.0195509480912876,0,0.0195509480912876,0.747841027503183,3027,"Silver Creek",30,1,0,1,0,0,0,"1",580000,3810000
"AZ P:12:99 (ASU)",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,15.2884,0,10.5356,0,0,0.689123780120876,0,0.0418781324048548,42.7478,0,13.4644,0,0,0.314972934279659,0,0.333651080141347,61.365,0,0,0,0,0,0,0.604994571215893,58.7915,0,0,0,0,0,0,0.670676990289267,3028,"Silver Creek",65,1,0,1,0,0,0,"1",580000,3810000
"AZ P:16:160 (ASM)",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,44.2522,0,0,0,0,0,0,1.30881451907281,88.1035,0,0,0,0,0,0,1.3299367525622,49.6441,0,0,0,0,0,0,1.10455969561995,3030,"Silver Creek",12,1,0,1,0,0,0,"1",580000,3790000
"AZ Q:3:64 (ASM)",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,6,0,0,0,0,0,0,NA,3033,"Hardscrabble/ULC",NA,NA,0,1,0,0,0,"1",650000,3850000
"Aztec",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,738.5773,305.1078,17,184.8225,0.413102054449819,0.0230172251435293,0.262957309952526,0.75841155087956,1447.5598,335.3845,0,173.6182,0.231689564741989,0,0.159726444461914,1.00742883607622,1765.0099,104.092,0,47.5592,0.0589753065974304,0,0.0428079638533472,1.3330043249916,708,"Middle San Juan",750,4,3,3,0,2,3,"4+",770000,4080000
"Aztec North",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,39.2979,23.7259,0,11.7259,0.603744729362129,0,0.424713788777518,0.791685888970466,19.9134,5.2742,0,5.2742,0.264856830074221,0,0.105942732029689,1.01716372927936,3399,"Middle San Juan",15,1,1,2,0,0,0,"3",770000,4080000
"Bad Dog Ridge",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,11.3464,0.8587,6.8609,0,0.0756803920186138,0.604676373122753,0.0756803920186138,1.07091514513772,27.3072,15.7924,2.1391,0,0.578323665553407,0.0783346516669596,0.578323665553407,1.10811176353426,22.5741,12.8135,1,0,0.567619528574783,0.0442985545381654,0.567619528574783,1.05014740512073,3.4323,0.5016,0,0,0.146141071584652,0,0.146141071584652,NA,3035,"Defiance Plateau",15,1,1,1,0,0,0,"2",640000,3930000
"Bancos Village",5.7926,0,0.8169,0,0,0.141024755722819,0,NA,17.6255,0,2.1255,0,0,0.120592323622025,0,0.13484608102068,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3039,"Middle San Juan",17,1,0,1,0,0,0,"1",820000,4090000
"Bass Complex",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,189.0349,126.7505,0,126.7505,0.67051375169347,0,0.268205500677388,0.200285738903109,247.9246,67.2495,0,67.2495,0.271249807401121,0,0.108499922960448,0.96096545166582,3360,"San Juan Foothills",180,2,1,0,0,0,0,"1",690000,4150000
"Battleship Rock Pueblo",9.3847,0,0.8034,0,0,0.0856074248510874,0,NA,55.5129,0.3936,4.5465,0.3936,0.00709024388925817,0.0818998827299601,0.00283609755570327,0.27849967621949,142.1575,5.2388,5.0716,5.2388,0.036852083076869,0.0356759228320701,0.0147408332307476,0.0560046846727858,209.105,14.0073,0.5786,14.0073,0.0669869204466656,0.00276703091748165,0.0267947681786662,0.0860404235993651,198.1935,11.7072,0,11.7072,0.0590695456712758,0,0.0236278182685103,0.200285738903109,83.6462,2.653,0,2.653,0.0317169219880879,0,0.0126867687952352,0.96096545166582,3419,"San Juan Foothills",11,1,0,1,0,0,0,"1",NA,NA
"Bean Patch",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,17.5993,0,0,0,0,0,0,0.946378129274219,1239,"Hardscrabble/ULC",58,1,1,0,0,0,0,"1",670000,3840000
"Bee Burrow",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,13.7352,0.5322,1,0,0.0387471605801153,0.072805638068612,0.0387471605801153,1.27178072019828,17.8878,6.6471,0,0,0.371599637741925,0,0.371599637741925,1.32465382416516,10.6973,3.8206,0,0,0.357155543922298,0,0.357155543922298,1.34456107204519,1.6796,0,0,0,0,0,0,NA,3040,"Central San Juan Basin",11,1,1,0,0,0,0,"1",770000,3970000
"Bis'saani East",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,194.41,62.699,0,58.2935,0.322509130188776,0,0.142600174888123,1.11059050870689,525.3399,239.6908,0,133.7091,0.456258509966595,0,0.303546979774428,1.04960504846654,804.0345,209.3114,0,105.226,0.260326391467033,0,0.181802895273772,1.18172052454797,502.2145,41.2983,0,29.7713,0.0822323927325874,0,0.0466643635339083,1.19214051884218,3044,"Central San Juan Basin",25,1,1,1,0,0,0,"2",790000,4000000
"Bis'saani West",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,7.9336,2.2646,0,1.7964,0.285444186750025,0,0.149586568518705,1.27915442089106,29.8719,14.4787,0,4.1276,0.484692972325162,0,0.401786963668197,1.3312250581754,73.3997,9.7259,0,2.5454,0.132505991168901,0,0.111698821657309,1.37085669792171,23.795,0.5307,0,0.5307,0.0223030048329481,0,0.00892120193317924,1.21812669624985,3045,"Central San Juan Basin",12,1,1,1,0,0,0,"2",790000,4000000
"Black Creek Flat",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,4.0313,0.0482,2.8188,0,0.011956440850346,0.69922853670032,0.011956440850346,NA,5.8144,1.9202,0.1812,0,0.330249036873968,0.0311640066042928,0.330249036873968,NA,6.6142,2.0316,0,0,0.307157328172719,0,0.307157328172719,NA,4.9742,0,0,0,0,0,0,NA,3046,"Chuska Slope",24,1,1,0,0,0,0,"1",700000,3960000
"Black Mesa Ruin",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,38.4925,27.9003,0,26.0259,0.724824316425278,0,0.319146846788335,0.0948014683845911,41.2216,21.3769,0,18.0135,0.518584916645642,0,0.256389853863023,0.201825721093413,23.3295,6.1134,0,3.9607,0.262045907541953,0,0.160182601427377,0.764955392107571,3047,"Southeast Utah",NA,NA,1,0,0,0,0,"1",630000,4150000
"Blackrock Gaddy",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,8.6487,0.442,0.5245,0,0.0511059465584423,0.060644952420595,0.0511059465584423,NA,48.0782,8.4322,0.9756,0,0.175385101771697,0.0202919410460458,0.175385101771697,0.765995056101621,44.0803,7.1258,0.5,0,0.161654979662117,0.0113429355063373,0.161654979662117,0.698891888353061,10.0052,0,0,0,0,0,0,0.881149466766115,3048,"Defiance Plateau",30,1,1,0,0,0,0,"1",630000,3920000
"Blue J",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,101.5215,13.1477,13.9678,1.2113,0.129506557724226,0.13758464955699,0.122347680048069,1.27345176151895,165.8917,112.3202,0.0323,0.9769,0.67706943747035,0.000194705340894089,0.67353616847618,1.34443288106305,144.5869,105.5321,0,0.8119,0.729887009127383,0,0.726517824228889,1.39260995647372,0,0,0,0,NA,NA,NA,NA,3049,"Lobo Mesa",4,1,1,0,0,0,0,"1",770000,3930000
"Bluewater Spring",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,185.5726,18.3295,131,0,0.0987726636367653,0.70592318046953,0.0987726636367653,1.27209441513277,503.9108,339.6742,0,0,0.674076046792409,0,0.674076046792409,1.30620905157202,491.4798,263.9963,0,0,0.537145778931301,0,0.537145778931301,1.32175850449916,68.0368,0,0,0,0,0,0,1.09591636497105,3051,"Lobo Mesa",30,1,1,1,0,0,0,"2",770000,3950000
"Bluff Bench Great Kiva",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3053,"Southeast Utah",NA,NA,0,1,0,0,0,"1",630000,4140000
"Bluff Great House",670.0946,0,158.6862,0,0,0.236811638237347,0,0.150654724811557,975.901,13.4045,373.9557,13.4045,0.0137355121062485,0.383190200645352,0.00549420484249939,0.27845564597712,1308.1364,162.3598,296.0948,157.9584,0.124115344546639,0.226348567320656,0.0516649181232171,0.104897050684069,1417.4974,445.915,22.1183,341.7142,0.314579060250834,0.0156037675977395,0.169937863730826,0.126454495787554,1486.0139,451.9179,0,240.4772,0.304114180896962,0,0.207017969347393,0.242041047169055,1331.9205,252.7994,0,65.4456,0.189800667532334,0,0.160318907922808,0.812883024209339,3052,"Southeast Utah",50,1,1,1,0,0,0,"2",630000,4130000
"Bowman Site East",9.8796,0,9.0629,0,0,0.917334709907284,0,1.36291304396161,13.3895,0,11.9078,0,0,0.889338660890997,0,1.48328488504581,15.0021,0.4654,5.6955,0,0.0310223235413709,0.379646849441078,0.0310223235413709,1.28008752801033,17.8942,7.5586,0,0,0.422405025091929,0,0.422405025091929,1.33238284202134,16.6002,7.6233,0,0,0.459229406874616,0,0.459229406874616,1.38285037865856,8.6632,0.3528,0,0,0.0407239819004525,0,0.0407239819004525,NA,3428,"Chuska Slope",6,1,1,0,0,0,0,"1",700000,3950000
"Burnt Corn GH",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,21.8088,0.0289,20,0,0.00132515314918748,0.917061002897913,0.00132515314918748,0.0462345068385866,23.8217,0.334,0,0,0.014020829747667,0,0.014020829747667,0.0782508450383927,21.4266,0.4555,0,0,0.021258622459933,0,0.021258622459933,0.141578632871679,1531,"Black Mesa",50,1,1,0,0,0,0,"1",580000,3990000
"Canal Creek Great Kiva",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2.0349,0,0,0,0,0,0,NA,3404,"Middle San Juan",4,1,0,1,0,0,0,"1",690000,4090000
"Carhart Ruin",0,0,0,0,NA,NA,NA,NA,49.2739,4.1172,2.7249,4.1172,0.0835574208658134,0.0553010823174135,0.0334229683463253,0.311350163746487,151.1385,30.1634,3.0509,30.1634,0.199574562404682,0.0201861206773919,0.0798298249618727,0.0636066014298009,202.5027,56.6741,0.2243,56.6741,0.279868367187203,0.00110763955246029,0.111947346874881,0.0860404235993651,226.7809,47.3525,0,47.3525,0.208802857736256,0,0.0835211430945022,0.200285738903109,224.4695,13.6929,0,13.6929,0.0610011605140119,0,0.0244004642056048,0.96096545166582,3056,"San Juan Foothills",NA,NA,1,1,0,0,0,"2",670000,4170000
"Carol's Ruin",25.2521,0,3.7271,0,0,0.14759564551067,0,0.113210139596011,14.8428,0.1072,5.4269,0.1072,0.00722235696768804,0.365625084215916,0.00288894278707522,0.301700556235703,15.626,0.7344,2.3266,0.7344,0.0469985920901062,0.148892870856265,0.0187994368360425,0.0769077269563457,11.9717,1.2756,0.0157,1.2756,0.106551283443454,0.00131142611325042,0.0426205133773817,0.0860404235993651,11.1538,0.8829,0,0.8829,0.0791568792698453,0,0.0316627517079381,0.200285738903109,0,0,0,0,NA,NA,NA,NA,3057,"San Juan Foothills",NA,NA,0,1,0,0,0,"1",680000,4150000
"Carter Ranch Pueblo",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2095.2055,0,0,0,0,0,0,1.16947465082498,4403.8001,0,0,0,0,0,0,1.14220362313348,1244,"Silver Creek",45,1,0,1,0,0,0,"1",600000,3820000
"Casa Abajo",14.679,0,14.5757,0,0,0.992962735881191,0,1.35292254221835,32.3415,0,32.0914,0,0,0.992266901658859,0,1.46789995292099,32.2701,0.0868,23.1914,0,0.00268979643694937,0.71866526598926,0.00268979643694937,1.28591699106118,36.161,4.3567,0,0,0.120480628301208,0,0.120480628301208,1.34827588973667,17.3657,3.5564,0,0,0.204794508715456,0,0.204794508715456,1.39457060966715,5.0079,0,0,0,0,0,0,1.24024427247855,3059,"Central San Juan Basin",9,1,1,0,0,0,0,"1",750000,3990000
"Casa Cielo",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,32.9094,1.4582,2,0,0.0443095285845382,0.0607729098676974,0.0443095285845382,1.28600484838709,43.3573,19.5,0,0,0.449751252960862,0,0.449751252960862,1.33858599905974,34.4748,12.0419,0,0,0.349295717451588,0,0.349295717451588,1.36492085149891,4.259,0,0,0,0,0,0,1.15656932366638,3061,"Central San Juan Basin",12,1,1,0,0,0,0,"1",750000,3990000
"Casa del Rio",238.0041,0,96.1841,0,0,0.404127912082187,0,1.2463408614009,174.1253,0.0357,112.9698,0.0357,0.000205024772390916,0.648784524707208,8.20099089563665e-05,1.27806037086692,93.815,5.1581,30.8277,0.2448,0.0549816127484944,0.328600969994137,0.0534159782550765,0.743869497872422,152.4666,92.1237,0.1424,0.4252,0.604222170626223,0.00093397504764978,0.602548886116697,1.01848493019657,129.9022,69.6825,0,0.2943,0.536422785757285,0,0.535063455430316,1.14763890755952,0,0,0,0,NA,NA,NA,NA,3062,"Central San Juan Basin",130,2,1,0,0,0,0,"1",760000,4000000
"Casa Escondida",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,19.0128,0.7371,0,0,0.0387686190355971,0,0.0387686190355971,1.13543477562481,66.714,22.4003,0,0,0.335766106064694,0,0.335766106064694,1.24947365857976,79.1054,22.8624,0,0,0.289011875295492,0,0.289011875295492,1.36912596557992,18.1683,0,0,0,0,0,0,1.3091975878261,3063,"Central San Juan Basin",7,1,1,1,0,0,0,"2",760000,3980000
"Casa Estrella",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,14.2256,0.2762,1,0,0.0194157012709481,0.0702958047463727,0.0194157012709481,1.28140389635941,20.1002,5.22,0,0,0.259698908468572,0,0.259698908468572,1.33615832887833,16.2428,5.5037,0,0,0.338839362671461,0,0.338839362671461,1.356212831258,3.4315,0,0,0,0,0,0,NA,3064,"Lobo Mesa",8,1,1,0,0,0,0,"1",750000,3960000
"Casa Mosca",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,23.1365,1,0,0,0.0432217491841895,0,0.0432217491841895,1.09498176632655,24.2475,0,0,0,0,0,0,1.02303580125359,2997,"Acoma",72,2,1,1,0,0,0,"2",780000,3850000
"Casa Negra",0,0,0,0,NA,NA,NA,NA,27.1607,1.5781,15.8279,1.5781,0.058102331677755,0.582750076397147,0.023240932671102,0.306375934550827,41.1934,10.806,16.2388,10.806,0.262323576106852,0.394208781018319,0.104929430442741,0.0775970653465542,27.8513,18.7689,0.9333,18.7689,0.67389673013468,0.0335101054528873,0.269558692053872,0.0875960739110987,27.1218,12.9907,0,12.9907,0.47897632163057,0,0.191590528652228,0.203626093887119,22.23,2.8563,0,2.8563,0.128488529014845,0,0.0513954116059379,0.965138540163177,3065,"San Juan Foothills",60,1,1,1,0,0,0,"2",700000,4140000
"Casa Patricio",7.7095,0,7.7095,0,0,1,0,1.34848244143517,10.1426,0,10.1426,0,0,1,0,1.460800917485,4.655,0.2357,3.1324,0,0.0506337271750806,0.672910848549946,0.0506337271750806,1.28456545272409,6.9725,4.3688,0,0,0.626575833632126,0,0.626575833632126,1.32565124058695,7.5049,3.3955,0,0,0.452437740676092,0,0.452437740676092,1.24417098128708,0,0,0,0,NA,NA,NA,NA,3066,"Central San Juan Basin",NA,NA,0,1,0,0,0,"1",770000,3980000
"Casa Rinconada",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,7.0528,4.4714,0,0.5025,0.633989337568058,0,0.591240358439201,NA,12.6459,4.4342,0,0.4031,0.350643291501593,0,0.331517725112487,1.33139826461009,4.3011,0.0942,0,0.0942,0.0219013740670991,0,0.00876054962683965,NA,3067,"Chaco Canyon",NA,NA,0,1,0,0,0,"1",770000,3990000
"Casamero",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,17.4328,0.4056,12,0,0.0232664861640127,0.688357578816943,0.0232664861640127,1.22214278265063,55.5168,26.1614,0,0,0.471233932791515,0,0.471233932791515,1.27637519390756,37.0505,17.433,0,0,0.470519965992362,0,0.470519965992362,1.30777733091757,0,0,0,0,NA,NA,NA,NA,3068,"Lobo Mesa",30,1,1,1,0,0,0,"2",770000,3920000
"Castle Rock Pueblo",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2222.1309,4.3107,0,4.3107,0.00193989471997352,0,0.000775957887989407,0.200285738903109,4237.0563,1.6892,0,1.6892,0.000398673012676277,0,0.000159469205070511,0.96096545166582,1618,"San Juan Foothills",70,2,0,0,1,0,0,"1",690000,4140000
"Cerritos de Jaspe GK",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,11.8565,0,0,0,0,0,0,1.16753641055724,19.6944,0,0,0,0,0,0,1.03100434916771,17.4487,0,0,0,0,0,0,0.628111897407542,3351,"Acoma",7,1,0,1,0,0,0,"1",770000,3870000
